row_id,order_priority,discount,unit_price,shipping_cost,customer_id,ship_mode,customer_segment,product_category,product_subcategory,product_container,product_base_margin,state_or_province,order_date,profit,quantity_ordered_new,sales,order_id
19108,Low,0.07,6.68,6.92,353,Regular Air,Home Office,Office Supplies,Paper,Small Box,0.37,Arizona,2023-09-11,-141.12,16,104.84,89647
19111,High,0.09,2.61,0.5,1389,Regular Air,Consumer,Office Supplies,Labels,Small Box,0.39,California,2023-10-01,29.3802,17,42.58,88729
19112,Medium,0.03,27.48,4,2196,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,0.75,New York,2023-08-05,-88.8408,11,294.97,89175
19113,Medium,0.1,179.99,19.99,2196,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,0.48,New York,2023-08-05,1208.9904,14,2458.05,89175
19114,Medium,0.1,140.85,19.99,2196,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,0.73,New York,2023-08-05,9.9912,19,2465.75,89175
19115,Low,0.01,4.98,7.44,555,Regular Air,Corporate,Office Supplies,Paper,Small Box,0.36,Utah,2023-08-13,-161.6328,16,83.86,86191
19123,Medium,0.04,510.14,14.7,2583,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,0.56,Michigan,2023-10-05,-251.4039,3,1527.97,89657
19124,Medium,0,4.76,3.01,2583,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,0.36,Michigan,2023-10-05,-2.345,23,110.86,89657
19127,Low,0.05,1500.97,29.7,950,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,0.57,Minnesota,2023-07-20,-2561.3235,1,1497.22,89084
19128,Low,0.02,48.04,5.09,950,Regular Air,Consumer,Office Supplies,Paper,Small Box,0.37,Minnesota,2023-07-20,168.9189,5,244.81,89084
19129,Low,0.03,4.28,1.6,950,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,0.58,Minnesota,2023-07-20,-6.2,1,4.55,89084
19130,High,0.02,11.34,11.25,1561,Regular Air,Corporate,Office Supplies,Paper,Small Box,0.36,Texas,2023-06-29,-155.21,9,105.75,88093
19131,Medium,0.09,89.99,42,2655,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,0.66,Georgia,2023-08-16,223.416,6,511.25,86063
19134,Critical,0.04,6.3,0.5,2584,Regular Air,Home Office,Office Supplies,Labels,Small Box,0.39,Michigan,2023-10-07,67.6062,15,97.98,89658
19139,High,0.09,35.99,1.1,1849,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,0.55,Alabama,2023-07-30,19.35,8,222.71,89697
19140,High,0.01,125.99,2.5,1849,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,0.6,Alabama,2023-07-30,-967.834,2,220.52,89697
19141,Not Specified,0.06,6.48,5.14,1852,Express Air,Home Office,Office Supplies,Paper,Small Box,0.37,California,2023-07-17,-28.45,10,68.34,86847
19142,Not Specified,0.02,30.73,4,1854,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,0.75,Connecticut,2023-07-17,72.78,16,522.22,86847
19144,Critical,0.08,115.99,56.14,1636,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,0.4,California,2023-05-14,-272.860884,5,562.93,89704
19145,Critical,0.08,4.28,0.94,1636,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,0.56,California,2023-05-14,10.5792,7,29.18,89704
19146,Medium,0.06,8.32,2.38,494,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,0.74,Washington,2023-09-12,-36.63,12,101.26,88905
19147,Medium,0.08,2.94,0.96,494,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,0.58,Washington,2023-09-12,-2.12,6,17.4,88905
19158,Medium,0.01,29.1,4,331,Express Air,Home Office,Technology,Computer Peripherals,Small Box,0.78,New Hampshire,2023-08-12,-22.82,8,243.32,89726
19159,Medium,0.06,296.18,54.12,329,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,0.76,Maine,2023-08-12,-715.778206,5,1170.21,89726
19168,Low,0,4.13,5.34,286,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,0.38,Kansas,2023-10-15,-61.87,9,40.95,89761
19169,Low,0.1,130.98,54.74,286,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,0.69,Kansas,2023-10-15,-530.24,9,1155.73,89761
19171,Critical,0.1,7.45,6.28,2265,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,0.4,Missouri,2023-05-29,-69.874,8,59.4,86612
19172,Critical,0.01,6.48,7.86,2265,Regular Air,Corporate,Office Supplies,Paper,Small Box,0.37,Missouri,2023-05-29,-135.74,10,66.46,86612
19173,High,0,11.66,8.99,833,Express Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,0.59,California,2023-05-09,-203.67,11,138.51,89770
19179,Low,0.06,115.99,5.92,3238,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,0.58,Oregon,2023-10-02,-13.068,5,495.82,89564
19182,High,0.03,4.48,49,1178,Regular Air,Consumer,Office Supplies,Appliances,Large Box,0.6,Florida,2023-08-07,64.266,2,21.46,89787
19183,High,0.06,350.99,39,1178,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,0.55,Florida,2023-08-07,-302.6156,10,3506.78,89787
19184,High,0.09,40.98,6.5,1178,Express Air,Consumer,Technology,Computer Peripherals,Small Box,0.74,Florida,2023-08-07,5.6916,7,267.69,89787
19185,High,0.09,349.45,60,1178,Delivery Truck,Consumer,Furniture,Tables,Jumbo Drum,,Florida,2023-08-07,-369.11,7,2307.26,89787
19191,High,0.07,51.98,10.17,2837,Regular Air,Home Office,Technology,Office Machines,Medium Box,0.37,Oklahoma,2023-07-06,439.7853,13,637.37,89801
19192,High,0.1,80.97,33.6,2837,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,0.37,Oklahoma,2023-07-06,-149.4573,3,232.16,89801
19193,Critical,0.03,3.36,6.27,3146,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,0.4,Texas,2023-05-04,-94.2586,4,14.9,85850
19194,Critical,0.07,3.71,1.93,3146,Express Air,Corporate,Office Supplies,Paper,Wrap Bag,0.35,Texas,2023-05-04,6.3308,11,39.64,85850
19208,Critical,0.05,12.2,6.02,1561,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,0.43,Texas,2023-08-11,-6.642,5,63.93,88094
19209,Low,0.02,59.98,3.99,744,Regular Air,Corporate,Office Supplies,Appliances,Small Box,0.57,Arizona,2023-05-28,-54.622,1,63.48,87725
19210,Low,0.03,5.18,5.74,744,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,0.36,Arizona,2023-05-28,-126.81418,9,47.64,87725
19214,Medium,0.04,9.99,11.59,3264,Regular Air,Corporate,Office Supplies,Paper,Small Box,0.4,California,2023-09-16,-92.32,5,52.09,89835
19225,Low,0.1,40.48,19.99,696,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,0.77,Indiana,2023-08-05,-580.32,9,355.84,89848
19232,Low,0.04,449.99,24.49,3275,Regular Air,Small Business,Technology,Copiers and Fax,Large Box,0.52,Washington,2023-05-01,3576.8841,12,5183.89,86234
19233,Low,0.01,5.84,1.2,3275,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,0.55,Washington,2023-05-01,20.38,6,36.09,86234
19237,High,0,55.48,14.3,1781,Regular Air,Corporate,Office Supplies,Paper,Small Box,0.37,California,2023-10-10,454.4478,11,658.62,89857
19243,Critical,0.01,7.59,4,2289,Regular Air,Home Office,Furniture,Office Furnishings,Wrap Bag,0.42,Minnesota,2023-09-01,2.97,17,136.25,88165
19246,Critical,0.03,304.99,19.99,2874,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,0.4,Nebraska,2023-10-20,4033.6089,19,5845.81,89874
19247,Critical,0.09,65.99,8.99,2874,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,0.58,Nebraska,2023-10-20,141.7824,12,633.85,89874
19251,Not Specified,0,101.41,35,1653,Express Air,Corporate,Office Supplies,Storage & Organization,Large Box,0.82,California,2023-05-24,-457.73,10,1104.32,89885
19252,Not Specified,0.1,95.99,4.9,1653,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,0.56,California,2023-05-24,-268.664,2,149.8,89885
19258,Medium,0.04,62.05,3.99,3132,Regular Air,Corporate,Office Supplies,Appliances,Small Box,0.55,Illinois,2023-09-14,1644.0768,40,2382.72,86794
19262,High,0.04,4.37,5.15,875,Regular Air,Small Business,Office Supplies,Appliances,Small Box,0.59,Utah,2023-06-21,-74.4796,18,78.59,89059
19263,High,0.09,155.99,8.99,875,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,0.58,Utah,2023-06-21,-232.22056,4,497.11,89059
19265,Low,0.04,50.98,6.5,800,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,0.73,Utah,2023-07-26,-13.28,11,568.25,89910
19266,Low,0.02,6.48,5.14,800,Regular Air,Consumer,Office Supplies,Paper,Small Box,0.37,Utah,2023-07-26,-48.68,19,126.66,89910
19269,High,0.04,11.34,5.01,1526,Regular Air,Home Office,Office Supplies,Paper,Small Box,0.36,Alabama,2023-06-10,-189.224,10,115.53,86812
19270,Not Specified,0.09,71.37,69,2352,Regular Air,Home Office,Furniture,Tables,Large Box,0.68,Maryland,2023-10-21,-1537.1356,19,1302.98,86166
19279,Critical,0.06,40.98,2.99,950,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,0.36,Minnesota,2023-05-02,-14.80188,1,41.6,89083
19287,Not Specified,0.07,7.59,4,1711,Regular Air,Corporate,Furniture,Office Furnishings,Wrap Bag,0.42,Georgia,2023-07-14,-167.048,3,22.48,87747
19293,Not Specified,0.08,15.99,13.18,2868,Express Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,0.37,Washington,2023-09-22,-66.585,4,66.02,85828
19294,High,0.04,10.4,5.4,2668,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,0.51,South Dakota,2023-07-26,29.98,12,130.74,87830
19295,High,0.08,4.28,4.79,2668,Regular Air,Corporate,Office Supplies,Paper,Small Box,0.4,South Dakota,2023-07-26,-121.2,12,49.87,87830
19311,Not Specified,0.02,12.53,0.49,899,Regular Air,Small Business,Office Supplies,Labels,Small Box,0.38,Pennsylvania,2023-05-27,104.7213,12,151.77,86264
19312,Not Specified,0.07,5.18,2.04,899,Express Air,Small Business,Office Supplies,Paper,Wrap Bag,0.36,Pennsylvania,2023-05-27,37.31,11,57.13,86264
19314,Critical,0.05,1.88,1.49,171,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,0.37,New Jersey,2023-08-11,-2.9095,1,3.42,87464
19315,Low,0.08,43.22,16.71,169,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,0.66,Louisiana,2023-05-03,280.27458,3,130.62,87463
19316,Low,0.05,574.74,24.49,169,Regular Air,Corporate,Technology,Office Machines,Large Box,0.37,Louisiana,2023-05-03,-112.4263,12,6945.16,87463
19317,Low,0.04,10.14,2.27,169,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,0.36,Louisiana,2023-05-03,24.924,3,30.94,87463
19322,Low,0.02,46.89,5.1,1253,Regular Air,Home Office,Office Supplies,Appliances,Medium Box,0.46,Texas,2023-08-21,421.3485,13,610.65,89981
19323,Low,0.05,140.98,36.09,1253,Delivery Truck,Home Office,Furniture,Bookcases,Jumbo Box,0.77,Texas,2023-08-21,-373.09,5,699.24,89981
19324,Low,0.1,212.6,110.2,1253,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,0.73,Texas,2023-08-21,-3465.072,12,2346.03,89981
19325,Low,0.06,4.18,2.99,688,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,0.37,Missouri,2023-07-04,-12.719,5,21.34,88504
19326,Medium,0.04,15.42,10.68,678,Express Air,Corporate,Office Supplies,Storage & Organization,Small Box,0.58,Virginia,2023-08-20,-109.704,5,81.14,88889
19333,Not Specified,0.1,5.98,5.35,1364,Regular Air,Home Office,Office Supplies,Paper,Small Box,0.4,Maryland,2023-07-15,-90.26,10,57.34,89994
19336,High,0.05,20.98,21.2,1988,Regular Air,Home Office,Furniture,Office Furnishings,Medium Box,0.78,Utah,2023-05-03,-181.102,3,65.69,89999
19355,Low,0.06,205.99,8.99,32,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,0.56,Oregon,2023-07-10,3568.096,22,3838.14,89203
19357,Medium,0.02,160.98,30,1138,Delivery Truck,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,0.62,Texas,2023-06-16,-51.116,1,192.49,86574
19358,High,0.08,355.98,58.92,1197,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,0.64,Massachusetts,2023-07-16,103.83,4,1350.94,87583
19364,High,0.01,2.08,5.33,635,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,0.43,Minnesota,2023-08-03,-103.7124,12,28.32,89284
19365,High,0.03,370.98,99,635,Delivery Truck,Corporate,Office Supplies,Storage & Organization,Jumbo Drum,0.65,Minnesota,2023-08-03,-124.2864,6,2309.49,89284
19369,High,0,5.77,5.92,2363,Regular Air,Home Office,Furniture,Office Furnishings,Medium Box,0.55,Ohio,2023-08-09,-61.5276,11,69.89,90040
19374,Not Specified,0.07,280.98,57,3167,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,0.78,Florida,2023-10-17,-283.9914,14,3936.61,86491
19375,Not Specified,0,4.98,7.44,3167,Regular Air,Corporate,Office Supplies,Paper,Small Box,0.36,Florida,2023-10-17,-195.342,15,78.31,86491
19376,Not Specified,0.1,3.98,0.83,3167,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,0.51,Florida,2023-10-17,-89.7092,11,42.46,86491
19380,Low,0.06,10.14,2.27,1005,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,0.36,Illinois,2023-07-02,-3.88,1,12.18,90043
19381,Not Specified,0.08,73.98,4,3041,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,0.77,Kansas,2023-09-12,97.16,17,1181.67,86102
19382,Not Specified,0.02,3.68,1.32,3041,Regular Air,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,0.83,Kansas,2023-09-12,-20.65,8,29.93,86102
19383,Not Specified,0.07,6.08,0.91,850,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,0.51,California,2023-07-05,19.57,7,41.96,88569
19384,Not Specified,0.08,19.9,5.29,851,Regular Air,Corporate,Office Supplies,Appliances,Medium Box,0.4,California,2023-07-05,107.11,13,240.46,88569
19385,Not Specified,0.02,3.36,6.27,851,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,0.4,California,2023-07-05,-216.154,21,74.08,88569
19398,Low,0.1,34.23,5.02,1271,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,0.55,California,2023-08-29,151.5654,7,219.66,88411
19400,Low,0.02,500.98,41.44,693,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,0.66,Colorado,2023-07-23,2568.4629,7,3722.41,87811
19401,Critical,0.06,25.98,14.36,885,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,0.6,Texas,2023-09-21,55.888,41,1033.56,89537
19415,Medium,0.03,90.48,19.99,1873,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,0.4,Florida,2023-05-17,15.354,1,99.69,90099
19416,Medium,0.06,22.84,8.18,1873,Regular Air,Corporate,Office Supplies,Paper,Small Box,0.39,Florida,2023-05-17,-357.924,7,152.49,90099
19417,Medium,0,65.99,5.26,1410,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,0.59,California,2023-08-05,369.9987,9,536.23,87086
19419,Low,0.03,5.08,2.03,1781,Regular Air,Home Office,Furniture,Office Furnishings,Wrap Bag,0.51,California,2023-05-07,15.1524,4,21.96,89858
19422,Low,0.03,20.98,1.49,3319,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,0.35,Tennessee,2023-09-18,30.024,20,431.43,90104
19423,Low,0.07,2.88,1.01,672,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,0.55,Iowa,2023-06-05,9.59,12,34.97,88173
19424,Low,0.1,195.99,3.99,672,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,0.58,Iowa,2023-06-05,-655.424,2,308.86,88173
19438,High,0.08,15.73,7.42,2272,Express Air,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,0.56,Texas,2023-07-14,-37.6,5,78.08,90110
19441,High,0.06,180.98,26.2,2333,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,0.59,Wisconsin,2023-10-21,-122.235,1,191.73,89611
19445,Critical,0.01,15.99,13.18,1065,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,0.37,Illinois,2023-06-18,-99.43544,23,377.44,88899
19450,Critical,0.01,4.98,6.07,494,Regular Air,Consumer,Office Supplies,Paper,Small Box,0.36,Washington,2023-06-10,-35.9164,10,52.93,88907
19460,Medium,0.02,17.7,9.47,2285,Express Air,Corporate,Office Supplies,Storage & Organization,Small Box,0.59,South Carolina,2023-07-11,-85.022,21,374.6,90148
19461,Medium,0.02,110.99,2.5,3347,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,0.57,Florida,2023-05-27,-39.809,1,94.3,89356
19464,Not Specified,0.03,95.99,35,3388,Regular Air,Corporate,Office Supplies,Storage & Organization,Large Box,,California,2023-09-08,67.012,9,894.64,90154
19470,Critical,0.06,47.98,3.61,896,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,0.71,Texas,2023-10-18,35.955,11,517.68,90167
19472,Critical,0.06,8.37,10.16,1494,Regular Air,Corporate,Furniture,Office Furnishings,Large Box,0.59,Maryland,2023-07-09,-255.65,18,157.64,85880
19473,Critical,0.09,6.48,9.17,1494,Express Air,Corporate,Office Supplies,Paper,Small Box,0.37,Maryland,2023-07-09,-76.54,6,42.16,85880
19477,Low,0.04,8.5,1.99,1754,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,0.49,California,2023-06-27,43.2752,14,118.57,90178
19478,Low,0.1,15.99,9.4,1754,Regular Air,Consumer,Technology,Office Machines,Small Box,0.49,California,2023-06-27,-36.21462,5,79.47,90178
19479,Low,0.09,95.99,8.99,1754,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,0.57,California,2023-06-27,7.03296,8,627.28,90178
19480,Critical,0,5.28,5.61,910,Regular Air,Corporate,Office Supplies,Paper,Small Box,0.4,Arkansas,2023-09-11,-149.212,15,85.26,90187
19481,Not Specified,0,6.84,8.37,1692,Regular Air,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,0.58,Kansas,2023-05-23,-123.1816,5,37.89,90189
19482,Not Specified,0.07,30.98,5.76,1693,Regular Air,Consumer,Office Supplies,Paper,Small Box,0.4,Virginia,2023-05-23,-28.798,11,343.79,90189
19484,High,0.07,2.61,0.5,1182,Regular Air,Home Office,Office Supplies,Labels,Small Box,0.39,Utah,2023-09-20,27.0135,15,39.15,86913
19486,Low,0.04,3.57,4.17,2795,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,0.59,Iowa,2023-05-26,-69.91,8,30.9,87556
19487,Low,0.05,200.99,4.2,2795,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,0.59,Iowa,2023-05-26,1630.5252,14,2363.08,87556
19488,Low,0.07,195.99,8.99,2795,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,0.58,Iowa,2023-05-26,-457.16,2,328.45,87556
19501,High,0.09,12.88,4.59,1618,Regular Air,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,0.82,Indiana,2023-08-04,-175.13,13,158.13,90248
19502,High,0.02,45.99,4.99,1620,Express Air,Consumer,Technology,Telephones and Communication,Small Box,0.57,Pennsylvania,2023-08-04,3.96,4,163.01,90248
19505,Low,0.09,125.99,8.99,744,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,0.55,Arizona,2023-09-22,916.6806,20,2104.99,87727
19506,Critical,0.04,1.74,4.08,2697,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,0.53,Alabama,2023-06-23,9.252,16,29.08,87678
19507,Critical,0.01,119.99,56.14,2697,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Box,0.39,Alabama,2023-06-23,-1197.042,21,2569.57,87678
19515,Medium,0.1,80.97,30.06,271,Delivery Truck,Small Business,Technology,Office Machines,Jumbo Box,0.4,Georgia,2023-07-28,128.0253,12,899.81,88940
19517,Critical,0.06,60.98,30,3224,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,0.7,Tennessee,2023-07-30,-74.088,2,125.9,86508
19525,Critical,0.01,138.14,35,2660,Regular Air,Small Business,Office Supplies,Storage & Organization,Large Box,,Maine,2023-06-24,-321.51,4,599.03,86486
19529,High,0.01,125.99,8.99,2868,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,0.59,Washington,2023-08-15,-582.648,1,113.44,85827
19539,Low,0.06,160.98,35.02,637,Delivery Truck,Consumer,Furniture,Bookcases,Jumbo Box,0.72,California,2023-07-18,-229.68,8,1232.01,87953
19550,Medium,0.07,125.99,7.69,1271,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,0.59,California,2023-08-07,588.2457,8,852.53,88410
19552,Low,0.09,49.99,19.99,1203,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,0.41,Rhode Island,2023-10-26,-8.515,12,593.33,87587
19553,Low,0.03,28.53,1.49,1191,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,0.38,Connecticut,2023-10-26,59.4405,3,88.84,87587
19566,Low,0.09,90.97,14,2437,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,0.36,Wisconsin,2023-06-29,35.29,3,260,90301
19567,Low,0.07,35.99,5.99,2070,Regular Air,Corporate,Technology,Telephones and Communication,Wrap Bag,0.38,Michigan,2023-09-13,17.8398,5,153.61,88558
19568,Low,0.08,65.99,5.92,2071,Express Air,Corporate,Technology,Telephones and Communication,Small Box,0.58,Michigan,2023-09-13,183.843,20,1063.81,88558
19569,High,0.08,4.98,0.49,2260,Regular Air,Corporate,Office Supplies,Labels,Small Box,0.39,Georgia,2023-08-19,4949.916,1,4.95,89602
19570,High,0.09,119.99,14,2260,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,0.36,Georgia,2023-08-19,1055.604,4,461.24,89602
19575,Low,0.04,4.55,1.49,2944,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,0.35,Michigan,2023-07-03,28.288,13,59.75,90309
19581,Medium,0.01,16.48,1.99,1997,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,0.42,South Carolina,2023-09-04,739.674,7,122.93,90334
19595,Medium,0.04,99.23,8.99,351,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,0.35,New York,2023-05-02,993.8346,14,1440.34,88686
19596,Medium,0.1,52.99,19.99,1826,Express Air,Corporate,Office Supplies,Storage & Organization,Small Box,0.81,Iowa,2023-08-16,-517.17,7,337.59,86958
19597,Medium,0.07,100.98,57.38,1827,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,0.78,Iowa,2023-08-16,-429.86,2,215.32,86958
19598,Medium,0.03,85.99,0.99,1827,Regular Air,Corporate,Technology,Telephones and Communication,Wrap Bag,0.55,Iowa,2023-08-16,264.1665,5,382.85,86958
19599,Medium,0.01,35.99,0.99,2976,Regular Air,Small Business,Technology,Telephones and Communication,Small Pack,0.35,Wisconsin,2023-09-19,882.4824,41,1278.96,89047
19600,Medium,0.1,17.98,4,727,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,0.79,Maine,2023-07-13,-99.55,4,66.32,90359
19601,Medium,0.09,125.99,8.99,724,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,0.55,Connecticut,2023-07-13,-605.374,1,100.38,90359
19611,Medium,0.06,175.99,8.99,91,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,0.57,California,2023-07-02,2031.507,23,3363.53,87177
19615,Not Specified,0.08,205.99,2.5,2281,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,0.59,Wisconsin,2023-05-27,997.38144,10,1610.84,85948
19617,Low,0.06,4.28,0.94,2495,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,0.56,Wyoming,2023-08-24,0.37,2,8.66,86885
19618,Critical,0.01,3502.14,8.73,3151,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Box,0.57,California,2023-06-04,-4075.933992,1,3501.79,88544
19619,Critical,0.06,15.73,7.42,3151,Regular Air,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,0.56,California,2023-06-04,-18.5588,4,63.04,88544
19625,Not Specified,0.01,145.98,46.2,3151,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,0.69,California,2023-10-01,-134.512,9,1370.79,88543
19627,Low,0.07,17.7,9.47,1551,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,0.59,Mississippi,2023-10-23,-243.544,18,300.67,87488
19635,Critical,0.08,4.48,2.5,3393,Regular Air,Consumer,Office Supplies,Envelopes,Small Box,0.37,Washington,2023-06-14,-3.2448,19,80.2,87909
19638,Medium,0.03,119.99,56.14,744,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Box,0.39,Arizona,2023-05-17,1400.1,13,1545.58,87726
19639,Medium,0.05,115.79,1.99,745,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,0.49,Arizona,2023-05-17,67.6,3,353.1,87726
19652,Not Specified,0.03,20.99,0.99,3063,Regular Air,Consumer,Technology,Telephones and Communication,Wrap Bag,0.57,Washington,2023-09-21,4.1822,9,158.87,88449
19663,Not Specified,0,213.45,14.7,193,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,0.59,Utah,2023-05-03,-560.81418,1,224.12,90430
19666,Not Specified,0.04,3.69,0.5,3354,Regular Air,Corporate,Office Supplies,Labels,Small Box,0.38,California,2023-07-25,47.5272,19,68.88,88590
19679,Critical,0.06,2.61,0.5,753,Express Air,Corporate,Office Supplies,Labels,Small Box,0.39,Arizona,2023-07-09,10.85,1,17.59,90438
19680,Critical,0.01,6.35,1.02,753,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,0.39,Arizona,2023-07-09,97.6626,22,141.54,90438
19692,High,0.04,124.49,51.94,1748,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,0.63,Oklahoma,2023-10-10,-93.0645,1,151.46,87245
19694,Not Specified,0.04,130.98,30,447,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,0.78,Minnesota,2023-10-23,-82.904,1,159.51,90449
19695,Not Specified,0.05,200.99,4.2,447,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,0.59,Minnesota,2023-10-23,1268.8065,11,1838.85,90449
19697,Low,0.04,180.98,30,1934,Delivery Truck,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,0.69,Texas,2023-09-27,52.988,3,561.65,86688
19698,Low,0.06,3.25,49,1935,Regular Air,Home Office,Office Supplies,Appliances,Large Box,0.56,Texas,2023-09-27,10.508,2,55.6,86688
19699,Low,0.01,110.98,13.99,1935,Regular Air,Home Office,Furniture,Office Furnishings,Medium Box,0.69,Texas,2023-09-27,1448.7309,19,2099.61,86688
19700,Low,0.05,3.95,2,1935,Express Air,Home Office,Office Supplies,Rubber Bands,Wrap Bag,0.53,Texas,2023-09-27,1.004,23,96.6,86688
